Lake,Species,d15N,TL,d2H,PC1,Category
Alajarvi,Bleak,9.704942,2.924726214,-177.2809355,1.171070246,Humic_Unac
Alajarvi,Bleak,10.2962,3.098625626,-206.8421673,1.171070246,Humic_Unac
Alajarvi,Bleak,10.52271,3.165246214,-185.7230305,1.171070246,Humic_Unac
Alajarvi,Bleak,9.764363,2.942202979,-181.6132449,1.171070246,Humic_Unac
Alajarvi,Perch_predatory,12.59194,3.773843273,-184.7621693,1.171070246,Humic_Unac
Alajarvi,Perch_predatory,12.34007,3.699763861,-190.0633864,1.171070246,Humic_Unac
Alajarvi,Perch,12.39381,3.715569744,-191.1861677,1.171070246,Humic_Unac
Alajarvi,Perch,11.94168,3.582590332,-187.2692348,1.171070246,Humic_Unac
Alajarvi,Perch,12.18346,3.653702096,-177.7261022,1.171070246,Humic_Unac
Alajarvi,Perch,11.70577,3.513205038,-186.8725885,1.171070246,Humic_Unac
Alajarvi,Perch,11.72694,3.519431508,-191.5067298,1.171070246,Humic_Unac
Alajarvi,Perch,12.19571,3.657305038,-187.0026985,1.171070246,Humic_Unac
Alajarvi,Perch,12.06183,3.617928567,-192.7675318,1.171070246,Humic_Unac
Alajarvi,Perch,11.43411,3.433305038,-180.2167383,1.171070246,Humic_Unac
Alajarvi,Perch,11.36538,3.413090332,-197.3887958,1.171070246,Humic_Unac
Alajarvi,Perch,11.525,3.460037391,-190.6105252,1.171070246,Humic_Unac
Alajarvi,Perch,11.62826,3.490407979,-197.0840086,1.171070246,Humic_Unac
Alajarvi,Perch,11.97671,3.592893273,-198.6520396,1.171070246,Humic_Unac
Alajarvi,Roach,11.29597,3.392675626,-167.5894335,1.171070246,Humic_Unac
Alajarvi,Roach,10.97182,3.297337391,-182.2345036,1.171070246,Humic_Unac
Alajarvi,Roach,10.90294,3.277078567,-185.8641202,1.171070246,Humic_Unac
Alajarvi,Roach,11.06541,3.324863861,-179.0267055,1.171070246,Humic_Unac
Alajarvi,Roach,11.5528,3.468213861,-196.3426183,1.171070246,Humic_Unac
Alajarvi,Roach,10.75651,3.23401092,-195.3018627,1.171070246,Humic_Unac
Alajarvi,Roach,9.871384,2.973679744,-203.6805401,1.171070246,Humic_Unac
Alajarvi,Roach,10.4669,3.148831508,-181.4077012,1.171070246,Humic_Unac
Alajarvi,Roach,10.50218,3.159207979,-202.2393648,1.171070246,Humic_Unac
Alajarvi,Roach,10.22743,3.078399155,-186.8623006,1.171070246,Humic_Unac
Alajarvi,Ruffe,11.59442,3.480455038,-187.10726,1.171070246,Humic_Unac
Alajarvi,Ruffe,12.35114,3.703019744,-181.1650717,1.171070246,Humic_Unac
Alajarvi,Ruffe,11.93909,3.581828567,-187.2336572,1.171070246,Humic_Unac
Alajarvi,Ruffe,11.97264,3.591696214,-179.9426447,1.171070246,Humic_Unac
Alajarvi,Ruffe,12.1474,3.643096214,-193.5954562,1.171070246,Humic_Unac
Alajarvi,Vendace,11.98851,3.596363861,-182.158833,1.171070246,Humic_Unac
Alajarvi,Vendace,11.85015,3.555669744,-175.5223286,1.171070246,Humic_Unac
Alajarvi,Vendace,11.9562,3.58686092,-177.7408895,1.171070246,Humic_Unac
Alajarvi,Vendace,12.17381,3.650863861,-186.8555821,1.171070246,Humic_Unac
Alajarvi,Vendace,12.1485,3.643419744,-186.0719384,1.171070246,Humic_Unac
Alanne,Bleak,6.533725,3.716052336,-150.7156776,-2.917226814,Humic_Ac
Alanne,Bleak,7.017983,3.858481159,-150.4739774,-2.917226814,Humic_Ac
Alanne,Bleak,6.015425,3.563611159,-153.3964927,-2.917226814,Humic_Ac
Alanne,Bleak,6.246694,3.631631454,-133.3202953,-2.917226814,Humic_Ac
Alanne,Bleak,6.248374,3.632125571,-134.9078104,-2.917226814,Humic_Ac
Alanne,Perch_predatory,9.970905,4.72698763,-127.7788917,-2.917226814,Humic_Ac
Alanne,Perch_predatory,7.817951789,4.093766097,-136.8234481,-2.917226814,Humic_Ac
Alanne,Perch_predatory,8.406860693,4.266974599,-140.5973926,-2.917226814,Humic_Ac
Alanne,Perch_predatory,8.644347041,4.336823524,-137.0619987,-2.917226814,Humic_Ac
Alanne,Perch_predatory,8.432989159,4.274659441,-140.6618148,-2.917226814,Humic_Ac
Alanne,Perch,7.304755,3.942825865,-136.268233,-2.917226814,Humic_Ac
Alanne,Perch,6.630027,3.744376454,-144.7845161,-2.917226814,Humic_Ac
Alanne,Perch,7.845311,4.101812924,-138.8413082,-2.917226814,Humic_Ac
Alanne,Perch,8.152804,4.192252042,-139.8177091,-2.917226814,Humic_Ac
Alanne,Perch,5.478083,3.405569395,-165.2930777,-2.917226814,Humic_Ac
Alanne,Perch,5.274954,3.345825571,-161.7641338,-2.917226814,Humic_Ac
Alanne,Perch,5.556393,3.428601748,-161.6530114,-2.917226814,Humic_Ac
Alanne,Perch,5.569336,3.432408512,-161.9947368,-2.917226814,Humic_Ac
Alanne,Perch,5.427881,3.390804101,-161.6624052,-2.917226814,Humic_Ac
Alanne,Pike,8.126726,4.184582042,-132.1892268,-2.917226814,Humic_Ac
Alanne,Pike,8.503258,4.295326748,-137.2727218,-2.917226814,Humic_Ac
Alanne,Roach,6.111919,3.591991748,-149.8281911,-2.917226814,Humic_Ac
Alanne,Roach,6.146797,3.602249983,-162.0880716,-2.917226814,Humic_Ac
Alanne,Roach,7.381424445,3.965375702,-170.9300731,-2.917226814,Humic_Ac
Alanne,Roach,6.84323712,3.807085312,-179.4011146,-2.917226814,Humic_Ac
Alanne,Roach,7.284214626,3.936784579,-182.9870462,-2.917226814,Humic_Ac
Alanne,Ruffe,9.385696,4.554867336,-134.2608106,-2.917226814,Humic_Ac
Alanne,Ruffe,9.935434,4.716554983,-132.4911207,-2.917226814,Humic_Ac
Alanne,Ruffe,9.698909854,4.646989058,-143.8830297,-2.917226814,Humic_Ac
Alanne,Ruffe,8.464185,4.283834689,-144.0242343,-2.917226814,Humic_Ac
Alanne,Ruffe,8.725344,4.360646159,-146.1096023,-2.917226814,Humic_Ac
Alanne,Vendace,7.025206,3.860605571,-134.2017165,-2.917226814,Humic_Ac
Alanne,Vendace,6.58405,3.730853806,-133.421212,-2.917226814,Humic_Ac
Alanne,Vendace,6.336952,3.658177924,-154.7239604,-2.917226814,Humic_Ac
Alanne,Vendace,6.942601,3.836309983,-136.3773053,-2.917226814,Humic_Ac
Alanne,Vendace,7.189212727,3.908842844,-134.1086937,-2.917226814,Humic_Ac
Arkusjarvi,Bleak,9.622429426,3.03343784,-175.1533624,1.138307346,Low_humic_Ac
Arkusjarvi,Bleak,9.065724014,2.869700955,-151.5045309,1.138307346,Low_humic_Ac
Arkusjarvi,Bleak,9.935364228,3.125477488,-183.5766339,1.138307346,Low_humic_Ac
Arkusjarvi,Bleak,9.331763245,2.947947787,-166.0093918,1.138307346,Low_humic_Ac
Arkusjarvi,Bleak,9.902876778,3.115922356,-166.1854959,1.138307346,Low_humic_Ac
Arkusjarvi,Perch_predatory,12.30082618,3.821201593,-153.1640653,1.138307346,Low_humic_Ac
Arkusjarvi,Perch_predatory,11.06282325,3.457083084,-177.7795701,1.138307346,Low_humic_Ac
Arkusjarvi,Perch_predatory,12.53771963,3.890876137,-162.2995069,1.138307346,Low_humic_Ac
Arkusjarvi,Perch_predatory,11.5028356,3.586498479,-154.9775532,1.138307346,Low_humic_Ac
Arkusjarvi,Perch_predatory,11.97846636,3.726389879,-159.0010796,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.56139294,3.309603579,-180.6741301,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.63090359,3.330047888,-168.8994474,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.88787112,3.405626574,-177.4425332,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.47581335,3.284433113,-156.6218103,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.62406299,3.328035948,-177.004749,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.61367682,3.324981191,-190.0063176,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.70076763,3.350596136,-194.3604721,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.7787153,3.373521922,-180.733336,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.89898623,3.408895724,-194.0029653,1.138307346,Low_humic_Ac
Arkusjarvi,Perch,10.59732037,3.32017047,-191.3863693,1.138307346,Low_humic_Ac
Arkusjarvi,Pike,12.3097823,3.823835743,-170.2400959,1.138307346,Low_humic_Ac
Arkusjarvi,Pike,12.09434773,3.760472636,-145.112759,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,11.27904383,3.52067737,-192.268986,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,10.05616293,3.161006517,-184.7222602,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,10.52405106,3.298620674,-186.699734,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,10.1491314,3.188350186,-159.7219326,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,10.85658179,3.396423829,-183.8161209,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,9.994029456,3.142731967,-167.7114319,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,9.75359852,3.072016986,-167.5515473,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,10.17453722,3.195822485,-176.1201672,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,10.12513509,3.181292448,-185.3853092,1.138307346,Low_humic_Ac
Arkusjarvi,Roach,9.608218181,3.029258063,-162.6273622,1.138307346,Low_humic_Ac
Arkusjarvi,Ruffe,10.89991317,3.409168354,-157.8240214,1.138307346,Low_humic_Ac
Arkusjarvi,Ruffe,11.6115792,3.618481893,-153.910349,1.138307346,Low_humic_Ac
Arkusjarvi,Ruffe,13.57850671,4.196989984,-160.6838722,1.138307346,Low_humic_Ac
Arkusjarvi,Ruffe,11.30371741,3.527934308,-165.6529403,1.138307346,Low_humic_Ac
Arkusjarvi,Ruffe,13.01668326,4.031747792,-151.2550112,1.138307346,Low_humic_Ac
Arkusjarvi,Smelt,11.58500023,3.610664548,-205.890248,1.138307346,Low_humic_Ac
Arkusjarvi,Smelt,12.06587006,3.75209685,-213.2778417,1.138307346,Low_humic_Ac
Arkusjarvi,Smelt,11.17238061,3.489305836,-206.2708853,1.138307346,Low_humic_Ac
Arkusjarvi,Smelt,11.65064958,3.629973179,-204.7250538,1.138307346,Low_humic_Ac
Arkusjarvi,Smelt,11.3060583,3.528622803,-204.9470901,1.138307346,Low_humic_Ac
Erajarvi,Bleak,11.45302695,3.277553136,-180.6111277,1.037098117,Humic_Unac
Erajarvi,Bleak,11.68045941,3.344445035,-192.9656766,1.037098117,Humic_Unac
Erajarvi,Bleak,11.11867687,3.179214879,-180.6744058,1.037098117,Humic_Unac
Erajarvi,Bleak,10.76256565,3.074476284,-162.4050508,1.037098117,Humic_Unac
Erajarvi,Bleak,11.21363654,3.207144193,-190.5441745,1.037098117,Humic_Unac
Erajarvi,Perch_predatory,13.82567091,3.975389596,-196.1201393,1.037098117,Humic_Unac
Erajarvi,Perch_predatory,13.80214843,3.968471217,-196.4203782,1.037098117,Humic_Unac
Erajarvi,Perch_predatory,14.00505253,4.028148896,-197.943521,1.037098117,Humic_Unac
Erajarvi,Perch_predatory,12.47999597,3.579602849,-155.857545,1.037098117,Humic_Unac
Erajarvi,Perch_predatory,13.39350445,3.848281813,-179.2988697,1.037098117,Humic_Unac
Erajarvi,Perch,13.0923089,3.759694885,-191.1965497,1.037098117,Humic_Unac
Erajarvi,Perch,12.80212687,3.674347231,-209.3061,1.037098117,Humic_Unac
Erajarvi,Perch,13.3614482,3.838853503,-201.3167623,1.037098117,Humic_Unac
Erajarvi,Perch,12.70647575,3.646214548,-200.3704967,1.037098117,Humic_Unac
Erajarvi,Perch,13.05232535,3.74793502,-187.1121429,1.037098117,Humic_Unac
Erajarvi,Perch,12.63408924,3.624924398,-189.1291585,1.037098117,Humic_Unac
Erajarvi,Perch,12.62505702,3.622267862,-204.3813307,1.037098117,Humic_Unac
Erajarvi,Perch,11.99047132,3.435625009,-189.4005194,1.037098117,Humic_Unac
Erajarvi,Pike,14.08933494,4.052937838,-163.7936639,1.037098117,Humic_Unac
Erajarvi,Roach,11.9677942,3.428955267,-186.9820653,1.037098117,Humic_Unac
Erajarvi,Roach,12.54425856,3.598503611,-188.2600292,1.037098117,Humic_Unac
Erajarvi,Roach,12.21207508,3.500802586,-197.8399417,1.037098117,Humic_Unac
Erajarvi,Roach,12.25601514,3.513726132,-193.0525913,1.037098117,Humic_Unac
Erajarvi,Roach,11.84020923,3.391430277,-192.8223423,1.037098117,Humic_Unac
Erajarvi,Roach,11.65558604,3.33712934,-192.493349,1.037098117,Humic_Unac
Erajarvi,Roach,11.43222404,3.271434634,-192.292332,1.037098117,Humic_Unac
Erajarvi,Roach,11.40774055,3.264233608,-192.7466444,1.037098117,Humic_Unac
Erajarvi,Roach,11.18320694,3.19819431,-186.1903971,1.037098117,Humic_Unac
Erajarvi,Roach,11.55902185,3.308728105,-197.1723526,1.037098117,Humic_Unac
Erajarvi,Ruffe,11.49127117,3.288801435,-172.2133577,1.037098117,Humic_Unac
Erajarvi,Ruffe,12.0812864,3.462335326,-177.7479205,1.037098117,Humic_Unac
Erajarvi,Ruffe,12.7696316,3.664789797,-176.9439827,1.037098117,Humic_Unac
Erajarvi,Ruffe,12.34528101,3.539980801,-170.1699724,1.037098117,Humic_Unac
Erajarvi,Ruffe,12.31214427,3.530234702,-182.4310817,1.037098117,Humic_Unac
Erajarvi,Smelt,13.04426056,3.745563022,-201.4959143,1.037098117,Humic_Unac
Erajarvi,Smelt,13.19484721,3.789853213,-212.0605717,1.037098117,Humic_Unac
Erajarvi,Smelt,12.81348573,3.677688072,-206.4007232,1.037098117,Humic_Unac
Erajarvi,Smelt,12.95431233,3.71910766,-206.3250059,1.037098117,Humic_Unac
Erajarvi,Smelt,12.91645134,3.707972073,-199.852581,1.037098117,Humic_Unac
Haapajarvi,Bleak,9.633529873,2.908366769,-187.3333304,0.640518673,Humic_Unac
Haapajarvi,Bleak,11.24481823,3.38227511,-213.6152808,0.640518673,Humic_Unac
Haapajarvi,Bleak,10.15502022,3.061746282,-150.5396186,0.640518673,Humic_Unac
Haapajarvi,Bleak,10.03122206,3.02533506,-211.9741838,0.640518673,Humic_Unac
Haapajarvi,Bleak,10.66906568,3.212936123,-147.5711925,0.640518673,Humic_Unac
Haapajarvi,Perch_predatory,13.28409567,3.982062592,-194.7048453,0.640518673,Humic_Unac
Haapajarvi,Perch_predatory,13.28571319,3.982538332,-180.1499829,0.640518673,Humic_Unac
Haapajarvi,Perch_predatory,13.31566453,3.99134755,-183.7324781,0.640518673,Humic_Unac
Haapajarvi,Perch_predatory,13.36748856,4.006589912,-190.8740574,0.640518673,Humic_Unac
Haapajarvi,Perch_predatory,14.11683831,4.226986897,-182.6980584,0.640518673,Humic_Unac
Haapajarvi,Perch,12.02533926,3.611840119,-208.9594549,0.640518673,Humic_Unac
Haapajarvi,Perch,12.01620973,3.609154961,-197.2102419,0.640518673,Humic_Unac
Haapajarvi,Perch,12.24070553,3.675183138,-201.1107749,0.640518673,Humic_Unac
Haapajarvi,Perch,11.64856295,3.501023558,-193.088308,0.640518673,Humic_Unac
Haapajarvi,Perch,12.13989912,3.645534194,-196.1531682,0.640518673,Humic_Unac
Haapajarvi,Perch,9.896720469,2.985775768,-200.9270903,0.640518673,Humic_Unac
Haapajarvi,Perch,9.651195592,2.913562569,-204.3737581,0.640518673,Humic_Unac
Haapajarvi,Perch,10.08240477,3.040388799,-209.0912994,0.640518673,Humic_Unac
Haapajarvi,Perch,9.714936283,2.932309831,-204.933921,0.640518673,Humic_Unac
Haapajarvi,Perch,10.083463,3.040700041,-203.3037864,0.640518673,Humic_Unac
Haapajarvi,Pike,12.77396004,3.8320227,-163.1481328,0.640518673,Humic_Unac
Haapajarvi,Pike,12.26789694,3.683180612,-180.678711,0.640518673,Humic_Unac
Haapajarvi,Roach,11.632252,3.496226219,-200.5892613,0.640518673,Humic_Unac
Haapajarvi,Roach,11.27728144,3.391823112,-199.0495198,0.640518673,Humic_Unac
Haapajarvi,Roach,10.78363009,3.24663154,-208.8120396,0.640518673,Humic_Unac
Haapajarvi,Roach,11.12012575,3.34560085,-196.4984144,0.640518673,Humic_Unac
Haapajarvi,Roach,11.40071778,3.428127919,-200.2739075,0.640518673,Humic_Unac
Haapajarvi,Roach,9.811284569,2.960647562,-198.6913557,0.640518673,Humic_Unac
Haapajarvi,Roach,10.57767832,3.186057487,-201.7507102,0.640518673,Humic_Unac
Haapajarvi,Roach,10.20357789,3.076027949,-204.387238,0.640518673,Humic_Unac
Haapajarvi,Roach,9.460585969,2.857500915,-204.0740186,0.640518673,Humic_Unac
Haapajarvi,Roach,9.440491896,2.851590893,-196.6650691,0.640518673,Humic_Unac
Haapajarvi,Ruffe,11.70613222,3.517955695,-171.2950943,0.640518673,Humic_Unac
Haapajarvi,Ruffe,12.55578116,3.76785244,-158.7052916,0.640518673,Humic_Unac
Haapajarvi,Ruffe,12.95183331,3.884338369,-160.1819843,0.640518673,Humic_Unac
Haapajarvi,Ruffe,12.26196839,3.681436922,-192.8034942,0.640518673,Humic_Unac
Haapajarvi,Ruffe,12.59078417,3.778147445,-180.8637589,0.640518673,Humic_Unac
Haapajarvi,Smelt,12.29885649,3.692286362,-197.9069835,0.640518673,Humic_Unac
Haapajarvi,Smelt,11.93418328,3.585029535,-194.8923292,0.640518673,Humic_Unac
Haapajarvi,Smelt,11.98782262,3.600805814,-193.1669996,0.640518673,Humic_Unac
Haapajarvi,Smelt,11.83828465,3.556824055,-194.012024,0.640518673,Humic_Unac
Haapajarvi,Smelt,11.83735166,3.556549646,-199.6219047,0.640518673,Humic_Unac
Haapajarvi,Vendace,12.2911935,3.69003254,-196.4364321,0.640518673,Humic_Unac
Haapajarvi,Vendace,11.82527532,3.552997781,-202.3051026,0.640518673,Humic_Unac
Hameenjarvi,Bleak,5.737754,3.229347078,-162.1754803,-1.625659428,Low_humic_Ac
Hameenjarvi,Bleak,6.240438,3.377195313,-153.8931431,-1.625659428,Low_humic_Ac
Hameenjarvi,Bleak,6.605877,3.484677372,-173.4675577,-1.625659428,Low_humic_Ac
Hameenjarvi,Bleak,7.552526,3.763103548,-172.9172238,-1.625659428,Low_humic_Ac
Hameenjarvi,Bleak,5.001225,3.012720901,-151.869422,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch_predatory,5.911175,3.280353254,-143.4669945,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch_predatory,7.533906,3.757627078,-173.1536988,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch_predatory,7.425401,3.725713842,-169.266386,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch_predatory,6.475476,3.446324136,-139.518605,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch_predatory,10.26657,4.561351784,-153.0516603,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,6.76581,3.531716489,-176.4049229,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,8.087259,3.92037796,-174.550495,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,7.18149,3.653975313,-172.0772028,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,7.092602,3.627831784,-165.4595442,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,8.166588,3.943710019,-162.1829257,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,6.912251,3.574787372,-161.6151281,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,6.75739,3.529240019,-179.1969073,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,6.208466,3.367791784,-176.7643299,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,6.38639,3.420122372,-172.3078139,-1.625659428,Low_humic_Ac
Hameenjarvi,Perch,6.492015,3.451188548,-172.0336753,-1.625659428,Low_humic_Ac
Hameenjarvi,Pike,8.674292,4.093034725,-156.2328264,-1.625659428,Low_humic_Ac
Hameenjarvi,Pike,9.180689,4.241975019,-156.4003859,-1.625659428,Low_humic_Ac
Hameenjarvi,Roach,6.747919,3.526454431,-176.4140761,-1.625659428,Low_humic_Ac
Hameenjarvi,Roach,5.563343,3.178049725,-147.7419176,-1.625659428,Low_humic_Ac
Hameenjarvi,Roach,7.585951,3.772934431,-172.8226127,-1.625659428,Low_humic_Ac
Hameenjarvi,Roach,6.651057,3.497965607,-179.8388339,-1.625659428,Low_humic_Ac
Hameenjarvi,Roach,7.993228,3.892721784,-171.1628089,-1.625659428,Low_humic_Ac
Hameenjarvi,Roach,6.210521,3.368396195,-174.7734038,-1.625659428,Low_humic_Ac
Hameenjarvi,Ruffe,11.08472,4.801984136,-138.3664172,-1.625659428,Low_humic_Ac
Hameenjarvi,Ruffe,9.194427,4.246015607,-152.7597353,-1.625659428,Low_humic_Ac
Hameenjarvi,Ruffe,11.20784,4.838195901,-159.398694,-1.625659428,Low_humic_Ac
Hameenjarvi,Ruffe,8.124922,3.931455313,-143.923498,-1.625659428,Low_humic_Ac
Hameenjarvi,Ruffe,8.29348,3.981031195,-157.3103603,-1.625659428,Low_humic_Ac
Hameenjarvi,Smelt,9.315854,4.281729431,-196.6658225,-1.625659428,Low_humic_Ac
Hameenjarvi,Smelt,9.335072,4.287381784,-180.1318749,-1.625659428,Low_humic_Ac
Hameenjarvi,Smelt,9.215901,4.252331489,-192.6565861,-1.625659428,Low_humic_Ac
Hameenjarvi,Smelt,9.038825,4.200250313,-188.8709497,-1.625659428,Low_humic_Ac
Hameenjarvi,Smelt,9.11887,4.22379296,-193.7650335,-1.625659428,Low_humic_Ac
Hameenjarvi,Vendace,8.104967,3.925586195,-183.0185028,-1.625659428,Low_humic_Ac
Hameenjarvi,Vendace,8.230968,3.962645313,-187.4883453,-1.625659428,Low_humic_Ac
Hiidenvesi,Bleak,13.03111475,2.974706053,-186.9258258,1.740700697,Nutrient
Hiidenvesi,Bleak,12.57679395,2.841082287,-185.9634468,1.740700697,Nutrient
Hiidenvesi,Bleak,13.03365943,2.975454489,-192.9810092,1.740700697,Nutrient
Hiidenvesi,Bleak,12.52644131,2.826272687,-174.2776656,1.740700697,Nutrient
Hiidenvesi,Bleak,12.40649484,2.790994315,-184.2580354,1.740700697,Nutrient
Hiidenvesi,Perch_predatory,16.14969255,3.891934817,-179.4691715,1.740700697,Nutrient
Hiidenvesi,Perch_predatory,15.24995557,3.627306295,-192.872395,1.740700697,Nutrient
Hiidenvesi,Perch_predatory,14.63475965,3.446366318,-169.6020891,1.740700697,Nutrient
Hiidenvesi,Perch_predatory,15.96143832,3.836565927,-182.0872099,1.740700697,Nutrient
Hiidenvesi,Perch_predatory,13.42016133,3.089131519,-130.9439673,1.740700697,Nutrient
Hiidenvesi,Perch,15.00273705,3.554594965,-196.4064107,1.740700697,Nutrient
Hiidenvesi,Perch,14.51447504,3.410988492,-196.6686651,1.740700697,Nutrient
Hiidenvesi,Perch,14.40363023,3.378387075,-186.8980907,1.740700697,Nutrient
Hiidenvesi,Perch,10.74672472,2.302826633,-139.700664,1.740700697,Nutrient
Hiidenvesi,Perch,13.91845406,3.235688202,-178.8105303,1.740700697,Nutrient
Hiidenvesi,Perch,14.95040429,3.539202978,-203.914711,1.740700697,Nutrient
Hiidenvesi,Perch,14.80128713,3.495344987,-203.0984861,1.740700697,Nutrient
Hiidenvesi,Perch,14.71666053,3.470454811,-207.4352262,1.740700697,Nutrient
Hiidenvesi,Perch,14.61753335,3.441299758,-203.5025261,1.740700697,Nutrient
Hiidenvesi,Perch,14.69302465,3.463503082,-205.9491688,1.740700697,Nutrient
Hiidenvesi,Pike,15.66090248,3.748173034,-178.0725142,1.740700697,Nutrient
Hiidenvesi,Pike,16.18506366,3.902338084,-185.3065662,1.740700697,Nutrient
Hiidenvesi,Roach,12.59060449,2.845144211,-193.1999191,1.740700697,Nutrient
Hiidenvesi,Roach,12.72408442,2.884403014,-161.1708412,1.740700697,Nutrient
Hiidenvesi,Roach,10.34884625,2.185803552,-138.1779571,1.740700697,Nutrient
Hiidenvesi,Roach,13.03207662,2.974988957,-190.1804535,1.740700697,Nutrient
Hiidenvesi,Roach,12.74637286,2.890958437,-191.7795353,1.740700697,Nutrient
Hiidenvesi,Roach,11.30713658,2.467653651,-169.8374918,1.740700697,Nutrient
Hiidenvesi,Roach,13.48151766,3.107177497,-189.9522953,1.740700697,Nutrient
Hiidenvesi,Roach,12.47950001,2.812466422,-188.1553526,1.740700697,Nutrient
Hiidenvesi,Roach,12.86253415,2.925123524,-192.2139293,1.740700697,Nutrient
Hiidenvesi,Ruffe,14.75403543,3.481447429,-195.0626248,1.740700697,Nutrient
Hiidenvesi,Ruffe,15.56094749,3.718774506,-193.4689465,1.740700697,Nutrient
Hiidenvesi,Ruffe,14.01074158,3.262831591,-187.6382791,1.740700697,Nutrient
Hiidenvesi,Ruffe,17.08507528,4.167047385,-179.8131052,1.740700697,Nutrient
Hiidenvesi,Ruffe,15.46647433,3.690988282,-183.0160448,1.740700697,Nutrient
Hiidenvesi,Smelt,15.8367633,3.799896803,-202.0781381,1.740700697,Nutrient
Hiidenvesi,Smelt,15.81688132,3.794049161,-201.5494419,1.740700697,Nutrient
Hiidenvesi,Smelt,15.63668723,3.7410509,-208.6484434,1.740700697,Nutrient
Hiidenvesi,Smelt,14.63333454,3.445947167,-200.4335848,1.740700697,Nutrient
Hiidenvesi,Smelt,15.77653148,3.782181563,-204.4612311,1.740700697,Nutrient
Hiidenvesi,Vendace,13.24432649,3.037415388,-177.6372296,1.740700697,Nutrient
Hiidenvesi,Vendace,13.9282372,3.238565598,-199.8567395,1.740700697,Nutrient
Hiidenvesi,Vendace,13.77700878,3.194086651,-189.5189898,1.740700697,Nutrient
Hiidenvesi,Vendace,13.99358078,3.257784298,-199.5106319,1.740700697,Nutrient
Hiidenvesi,Vendace,14.39419889,3.375613154,-184.3543468,1.740700697,Nutrient
Hirvijarvi,Perch_predatory,8.115788,3.596872319,-146.1878033,-1.857684648,Humic_Ac
Hirvijarvi,Perch_predatory,9.061918,3.875145849,-136.9065577,-1.857684648,Humic_Ac
Hirvijarvi,Perch_predatory,9.707518,4.065028202,-148.0356881,-1.857684648,Humic_Ac
Hirvijarvi,Perch_predatory,10.57427,4.319955261,-126.1300184,-1.857684648,Humic_Ac
Hirvijarvi,Perch_predatory,9.820902,4.098376437,-121.3234177,-1.857684648,Humic_Ac
Hirvijarvi,Perch,8.75487,3.784837614,-155.392217,-1.857684648,Humic_Ac
Hirvijarvi,Perch,9.223776,3.922751143,-159.2501961,-1.857684648,Humic_Ac
Hirvijarvi,Perch,8.228326,3.629971731,-150.1225613,-1.857684648,Humic_Ac
Hirvijarvi,Perch,8.844551,3.811214378,-151.3760454,-1.857684648,Humic_Ac
Hirvijarvi,Perch,9.179749,3.909802025,-159.7319004,-1.857684648,Humic_Ac
Hirvijarvi,Perch,7.015067,3.273130849,-163.1927926,-1.857684648,Humic_Ac
Hirvijarvi,Perch,6.963859,3.258069672,-171.7740308,-1.857684648,Humic_Ac
Hirvijarvi,Perch,6.873587,3.231519084,-168.5670683,-1.857684648,Humic_Ac
Hirvijarvi,Pike,10.02161,4.157408202,-140.7598431,-1.857684648,Humic_Ac
Hirvijarvi,Pike,9.72517,4.070219966,-133.6062657,-1.857684648,Humic_Ac
Hirvijarvi,Pike,9.976292,4.144079378,-120.3804534,-1.857684648,Humic_Ac
Hirvijarvi,Pike,9.307504,3.947377025,-139.0543094,-1.857684648,Humic_Ac
Hirvijarvi,Pike,10.76133,4.374972908,-114.8274216,-1.857684648,Humic_Ac
Hirvijarvi,Roach,9.173426,3.907942319,-158.572523,-1.857684648,Humic_Ac
